,fenway,beacon_hill,downtown,south_boston,east_boston,back_bay,jamaica_plain,south_end,charlestown,brighton,allston,west_end,roslindale,north_end,mission_hill,harbor_islands,west_roxbury,dorchester,roxbury,mattapan,hyde_park
white,55.874499332443264,89.17775090689238,84.43786982248521,91.33146913314691,77.51994198694706,86.51832460732984,81.63265306122449,81.93146417445483,84.64912280701753,92.51700680272108,91.30434782608695,76.0,73.541842772612,84.93975903614458,89.7119341563786,85.71428571428571,89.17249897076987,84.5051500223914,81.47939017504235,79.0009250693802,75.79710144927536
hispanic,39.81975967957276,2.176541717049577,8.165680473372781,2.409120240912024,15.300942712110224,4.319371727748691,10.093767236624378,10.031152647975079,1.7543859649122806,3.061224489795918,1.4492753623188406,2.666666666666667,15.300084530853761,5.421686746987952,6.584362139917696,0.0,2.881844380403458,6.814449917898194,4.136081309994354,4.810360777058279,13.695652173913043
api,3.9052069425901204,8.585247883917775,7.041420118343194,5.872230587223059,6.961566352429297,8.900523560209423,8.108108108108109,7.538940809968847,12.280701754385964,4.081632653061225,6.159420289855073,20.0,10.904480135249365,9.036144578313253,3.7037037037037033,14.285714285714285,7.657472210786331,8.180325421704731,12.803500846979107,10.545790934320074,9.710144927536232
black,0.4005340453938585,0.06045949214026602,0.35502958579881655,0.3871800387180039,0.21754894851341552,0.2617801047120419,0.1654715940430226,0.4984423676012461,1.3157894736842104,0.3401360544217687,1.0869565217391304,1.3333333333333335,0.25359256128486896,0.6024096385542169,0.0,0.0,0.2881844380403458,0.5000746380056725,1.5810276679841897,5.642923219241443,0.7971014492753623
