,term,weight
0,ziegler,9.863979726553223e-05
1,zero,5.459139608595709e-05
2,zambrano,0.0006314645557156497
3,zakim,0.0005211304039949951
4,youth,9.769273863128875e-05
5,younger,6.174624677225428e-05
6,young,5.8801485492681005e-05
7,york,6.323661021434363e-05
8,yet,0.00011743941896949533
9,yesterday,0.00021534719744944835
10,yellow,4.6914290438804014e-05
11,years,0.00014078833727431038
12,year,0.00018963327061437724
13,yards,9.626466672753365e-05
14,yard,0.0001105149026764759
15,xfinity,0.00015786613892891242
16,xa0three,0.00013165806523566932
17,xa0the,5.383679936236209e-05
18,xa0republicans,0.00015786613892891242
19,xa0on,6.064699363925604e-05
20,xa0of,6.826014312257214e-05
21,xa0its,0.0001130631410257423
22,xa0for,0.0001365202862451443
23,xa0but,9.863979726553223e-05
24,xa0business,0.00013165806523566932
25,xa0authorities,0.00015786613892891242
26,xa0a,0.00017371013466499835
27,xa0,0.00035280891295608603
28,wumb,0.00015786613892891242
29,wrote,2.7101404377575845e-05
30,wrong,3.7047748063352575e-05
31,written,2.4698498708901716e-05
32,writing,0.0001105149026764759
33,wrestle,0.0001130631410257423
34,wrapped,0.0002943644860053032
35,wounds,0.00012615620828798708
36,wounded,0.00026918399681181044
37,wound,0.00025231241657597416
38,would,0.0002039994274791028
39,woud,0.00015786613892891242
40,worth,5.880148549268101e-06
41,worst,8.288617700735692e-05
42,worse,4.6914290438804014e-05
43,worry,1.5843995736085898e-05
44,worries,4.6914290438804014e-05
45,worried,1.5843995736085898e-05
46,world,2.011261961061577e-05
47,works,2.7101404377575845e-05
48,working,4.5169007295959736e-05
49,workforce,4.767622927611525e-05
50,workers,3.1687991472171795e-05
51,worker,9.382858087760803e-05
52,worked,2.5859082356505988e-05
53,work,1.723938823767066e-05
54,wore,4.6914290438804014e-05
55,words,3.9077095452515506e-05
56,word,3.1687991472171795e-05
57,worcester,1.9538547726257753e-05
58,wood,0.00012835288897004488
59,wondered,0.0001365202862451443
60,wonder,9.769273863128875e-05
61,women,4.11610398448767e-05
62,woman,8.820222823902151e-05
63,woke,0.00012129398727851208
64,woefully,0.00026331613047133863
65,witnesses,4.205206942932903e-05
66,witnessed,0.00016820827771731612
67,without,8.130421313272752e-05
68,within,7.227041167353559e-05
69,winthrop,0.000190704917104461
70,wings,0.00017371013466499835
71,windows,3.208822224251122e-05
72,window,7.921997868042948e-05
73,winchester,0.00014302868782834578
74,willie,0.0001365202862451443
75,william,2.9400742746340502e-05
76,wild,0.00014074287131641205
77,wife,9.937181605111143e-05
78,wider,7.375668779879942e-05
79,whose,7.644193114048531e-05
80,whole,1.5843995736085898e-05
81,white,5.8801485492681005e-05
82,whether,2.5859082356505988e-05
83,wheelchair,5.383679936236209e-05
84,whatever,7.037143565820602e-05
85,westwood,0.00023067366043704412
86,west,2.9400742746340502e-05
87,wept,0.0003945591890621289
88,went,0.00011114324419005772
89,wellesley,2.7628725669118976e-05
90,well,0.00011172282243609392
91,welcoming,4.205206942932903e-05
92,welcome,3.9077095452515506e-05
93,welch,8.685506733249918e-05
94,weeks,0.00025350393177737436
95,weekends,3.208822224251122e-05
96,week,8.130421313272752e-05
97,wednesday,0.00014700371373170253
98,weathered,0.0001130631410257423
99,weather,1.8067602918383898e-05
100,weapons,0.00028605737565669156
101,wealthiest,9.863979726553223e-05
102,wbz,0.00015378244029136273
103,ways,1.8067602918383898e-05
104,wayne,0.0001365202862451443
105,way,4.309847059417665e-05
106,wave,0.0002486585310220708
107,watertown,4.767622927611525e-05
108,water,2.9400742746340502e-05
109,watching,0.00015630838181006202
110,watchdog,0.00019727959453106445
111,wasted,0.0004931989863276612
112,waste,0.00023838114638057625
113,washington,6.337598294434359e-05
114,washed,6.064699363925604e-05
115,warren,2.7628725669118976e-05
116,wark,0.0004095608587354329
117,warehouses,6.826014312257214e-05
118,warehouse,5.383679936236209e-05
119,war,1.1760297098536202e-05
120,wants,5.8615643178773255e-05
121,wanted,4.7041188394144807e-05
122,want,0.00014700371373170253
123,walsh,0.00019404490212584732
124,walnut,7.689122014568137e-05
125,wallace,0.00015378244029136273
126,wall,1.5843995736085898e-05
127,walking,6.337598294434359e-05
128,walked,7.227041167353559e-05
129,walk,6.174624677225428e-05
130,waiting,1.5843995736085898e-05
131,wait,1.5843995736085898e-05
132,vulnerable,3.9077095452515506e-05
133,vowed,4.767622927611525e-05
134,voted,5.8615643178773255e-05
135,volunteer,3.687834389939971e-05
136,visiting,1.2349249354450858e-05
137,visited,0.00011728572609701003
138,visit,1.2349249354450858e-05
139,vision,4.753198720825769e-05
140,virginia,3.208822224251122e-05
141,violent,0.00016044111121255608
142,violence,0.000345778981924624
143,violating,0.00012129398727851208
144,village,2.3457145219402007e-05
145,views,0.00016577235401471385
146,view,4.5169007295959736e-05
147,victims,0.00014074287131641205
148,victim,0.00013814362834559487
149,veteran,2.4698498708901716e-05
150,vesta,0.0002261262820514846
151,version,7.921997868042948e-05
152,verner,0.0018943936671469493
153,verizon,7.689122014568137e-05
154,verdean,0.0003844561007284068
155,venture,4.205206942932903e-05
156,vendor,0.00019727959453106445
157,vehicle,0.0004973170620441416
158,veggies,0.00015786613892891242
159,veal,0.0004522525641029692
160,variety,0.00025670577794008976
161,varies,9.863979726553223e-05
162,variation,0.0002959193917965967
163,van,0.00037846862486396127
164,value,0.00011723128635754651
165,valor,0.0002261262820514846
166,valeri,0.00026331613047133863
167,vacuumed,0.00015786613892891242
168,vacation,8.410413885865806e-05
